Hotel,is_canceled,lead_time,Lead_Time_Group,arrival_date_year,arrival_date_month,Month_Number_Final,arrival_date_week_number,arrival_date_day_of_month,Total stay (Week + Weekend),total guests(child + adult + baby),Family Flag,country_name,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,days_in_waiting_list,adr in INR ,required_car_parking_spaces,total_of_special_requests,Revenue
City Hotel,0.00,2,0-30,2015,12,12,50,11,1,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,6750
City Hotel,0.00,158,91-180,2016,8,8,33,8,3,5,Family,Netherlands,Direct,Direct,0,0,0,0,No Deposit,0,22761,1,0,68283
City Hotel,1.00,23,0-30,2016,5,5,19,7,4,4,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,17901,0,0,71604
Resort Hotel,1.00,223,180+,2017,6,6,23,6,21,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,8415,0,0,176715
Resort Hotel,1.00,1,0-30,2016,5,5,20,8,2,1,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,4374,0,1,8748
City Hotel,0.00,73,31-90,2017,3,3,10,6,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,6732,0,0,26928
City Hotel,0.00,35,31-90,2017,1,1,1,2,5,2,Family,Spain,Online TA,TA/TO,0,0,0,1,No Deposit,0,11673,1,3,58365
City Hotel,0.00,14,0-30,2017,2,2,5,3,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,7560,0,1,7560
City Hotel,1.00,104,91-180,2016,10,10,42,11,7,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11907,0,0,83349
Resort Hotel,0.00,318,180+,2017,6,6,22,2,7,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,8721.9,1,0,61053.3
City Hotel,1.00,13,0-30,2016,6,6,25,12,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10350,0,0,20700
City Hotel,0.00,150,91-180,2016,10,10,41,3,3,2,Family,Brazil,Online TA,TA/TO,0,0,0,1,No Deposit,0,10692,0,2,32076
City Hotel,0.00,14,0-30,2017,8,8,32,9,3,4,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,24831,0,0,74493
City Hotel,0.00,434,180+,2017,6,6,22,3,3,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,10140.3,0,1,30420.9
Resort Hotel,0.00,258,180+,2016,6,6,25,12,1,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,5832,1,2,5832
Resort Hotel,0.00,3,0-30,2015,12,12,49,5,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,4860,1,1,19440
Resort Hotel,0.00,66,31-90,2017,1,1,2,10,4,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,2,No Deposit,0,3330,0,1,13320
City Hotel,0.00,75,31-90,2017,3,3,9,1,6,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8262,0,1,49572
City Hotel,0.00,73,31-90,2016,1,1,3,10,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5382,0,0,16146
City Hotel,0.00,137,91-180,2017,4,4,15,11,4,3,Family,Germany,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,12312,0,0,49248
City Hotel,0.00,10,0-30,2017,2,2,7,12,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9720,0,1,29160
City Hotel,0.00,132,91-180,2016,7,7,29,11,4,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,9142.2,0,1,36568.8
Resort Hotel,1.00,39,31-90,2017,2,2,6,11,1,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,1,4320
Resort Hotel,1.00,47,31-90,2015,8,8,32,3,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,18450,0,0,36900
City Hotel,0.00,8,0-30,2016,2,2,6,5,2,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8370,0,1,16740
City Hotel,1.00,52,31-90,2016,7,7,28,9,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,0,31347
Resort Hotel,0.00,7,0-30,2016,11,11,45,5,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,4950,0,0,4950
City Hotel,1.00,289,180+,2017,3,3,9,2,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,7371,0,0,22113
Resort Hotel,1.00,119,91-180,2016,5,5,19,7,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10620,0,1,42480
City Hotel,0.00,44,31-90,2016,10,10,42,11,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,1,34020
City Hotel,1.00,62,31-90,2016,9,9,37,4,4,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,8869.5,0,1,35478
City Hotel,0.00,221,180+,2017,8,8,32,10,2,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,13365,0,2,26730
Resort Hotel,0.00,94,91-180,2017,5,5,19,12,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11880,0,1,35640
City Hotel,0.00,191,180+,2016,6,6,23,3,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,11880,0,0,35640
City Hotel,0.00,8,0-30,2015,11,11,46,11,3,2,Family,Brazil,Online TA,TA/TO,0,0,0,1,No Deposit,0,9630,0,1,28890
Resort Hotel,0.00,115,91-180,2016,6,6,25,12,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7345.8,0,2,14691.6
City Hotel,0.00,2,0-30,2017,1,1,1,7,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10890,0,0,32670
Resort Hotel,0.00,0,0-30,2017,6,6,22,2,2,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,10350,0,0,20700
City Hotel,0.00,105,91-180,2016,3,3,10,5,3,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,8037,0,0,24111
City Hotel,0.00,58,31-90,2016,9,9,37,5,7,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13839.3,0,0,96875.1
Resort Hotel,1.00,274,180+,2015,10,10,40,3,7,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,3244.5,0,0,22711.5
City Hotel,1.00,12,0-30,2017,6,6,23,6,1,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,12600,0,1,12600
City Hotel,1.00,47,31-90,2016,11,11,46,11,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,7128,0,1,21384
City Hotel,0.00,119,91-180,2017,6,6,23,5,7,2,Family,Belgium,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10899,0,2,76293
City Hotel,0.00,179,91-180,2016,10,10,40,1,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,9801,0,1,29403
Resort Hotel,1.00,178,91-180,2016,7,7,27,1,7,3,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7290,0,1,51030
Resort Hotel,1.00,103,91-180,2016,2,2,7,9,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,4500,0,0,9000
City Hotel,0.00,13,0-30,2017,6,6,23,5,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,16800.3,0,2,50400.9
City Hotel,0.00,36,31-90,2016,5,5,20,11,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11421,0,1,45684
City Hotel,0.00,118,91-180,2016,8,8,33,11,1,3,Family,France,Online TA,TA/TO,0,0,0,1,No Deposit,0,10287,0,1,10287
City Hotel,1.00,135,91-180,2016,5,5,20,9,5,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7174.8,0,1,35874
City Hotel,1.00,19,0-30,2016,7,7,27,2,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12510,0,1,50040
City Hotel,0.00,85,31-90,2016,12,12,49,3,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,4,No Deposit,0,8820,0,0,17640
City Hotel,0.00,7,0-30,2015,9,9,37,7,3,2,Family,Belgium,Online TA,TA/TO,0,0,0,0,No Deposit,0,10019.7,0,0,30059.1
Resort Hotel,0.00,16,0-30,2016,11,11,45,2,3,2,Family,Unknown,Direct,Direct,1,0,1,1,No Deposit,0,4957.2,0,3,14871.6
City Hotel,1.00,314,180+,2016,10,10,42,12,3,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,Non Refund,68,6750,0,0,20250
City Hotel,0.00,1,0-30,2017,3,3,10,8,4,1,Family,Unknown,Direct,Direct,0,0,0,1,No Deposit,0,8863.2,0,1,35452.8
Resort Hotel,0.00,243,180+,2016,10,10,41,6,5,1,Family,Unknown,Groups,TA/TO,0,0,0,0,No Deposit,0,4959,0,0,24795
City Hotel,1.00,95,91-180,2016,8,8,32,1,3,2,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,11083.5,0,0,33250.5
City Hotel,1.00,47,31-90,2017,4,4,15,9,5,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,0,56700
City Hotel,0.00,78,31-90,2017,6,6,23,5,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,12960,0,1,38880
City Hotel,0.00,113,91-180,2016,7,7,29,10,4,3,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,12087,0,2,48348
Resort Hotel,1.00,45,31-90,2016,3,3,10,1,5,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,7020,0,0,35100
Resort Hotel,1.00,31,31-90,2017,2,2,5,3,4,1,Family,Brazil,Online TA,TA/TO,0,0,0,0,No Deposit,0,5220,0,0,20880
Resort Hotel,0.00,29,0-30,2017,3,3,10,11,2,2,Family,Unknown,Corporate,Direct,0,0,0,2,No Deposit,0,5220,0,0,10440
City Hotel,0.00,8,0-30,2016,3,3,10,1,3,1,Family,Portugal,Corporate,Corporate,1,0,4,0,No Deposit,0,3690,0,1,11070
City Hotel,0.00,1,0-30,2016,6,6,24,10,2,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,11880,0,0,23760
Resort Hotel,0.00,3,0-30,2016,11,11,45,3,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,3741.3,0,4,11223.9
City Hotel,1.00,136,91-180,2016,7,7,27,2,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8377.2,0,0,33508.8
Resort Hotel,0.00,0,0-30,2017,2,2,5,2,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,4320,0,1,4320
City Hotel,0.00,13,0-30,2017,6,6,23,4,3,2,Family,France,Direct,Direct,0,0,0,0,No Deposit,0,10800,0,1,32400
City Hotel,1.00,70,31-90,2017,3,3,10,6,3,1,Family,Portugal,Online TA,TA/TO,0,0,0,2,No Deposit,0,5405.4,0,1,16216.2
City Hotel,1.00,52,31-90,2016,12,12,50,4,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6732,0,0,26928
Resort Hotel,0.00,6,0-30,2016,4,4,15,7,8,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,5850,0,0,46800
Resort Hotel,0.00,67,31-90,2015,10,10,41,4,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,4716,0,1,23580
City Hotel,0.00,72,31-90,2015,9,9,37,11,2,1,Family,Unknown,Groups,TA/TO,0,0,0,0,No Deposit,0,8820,0,0,17640
Resort Hotel,1.00,106,91-180,2017,8,8,32,11,4,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,22500,0,1,90000
City Hotel,1.00,165,91-180,2015,8,8,32,8,3,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,7740,0,0,23220
Resort Hotel,0.00,3,0-30,2017,1,1,1,6,2,2,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,6210,0,1,12420
Resort Hotel,0.00,334,180+,2015,9,9,37,7,7,2,Family,Spain,Direct,TA/TO,0,0,0,0,No Deposit,0,10080,0,1,70560
City Hotel,0.00,61,31-90,2017,6,6,23,4,4,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,15300,0,0,61200
Resort Hotel,0.00,34,31-90,2016,11,11,45,5,7,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,3402,0,1,23814
Resort Hotel,1.00,265,180+,2016,7,7,28,3,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,7290,0,1,51030
City Hotel,0.00,250,180+,2017,6,6,23,8,3,3,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,13446,0,2,40338
City Hotel,1.00,110,91-180,2017,6,6,23,8,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13770,0,0,41310
City Hotel,0.00,6,0-30,2015,12,12,50,6,4,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5220,0,0,20880
Resort Hotel,1.00,280,180+,2017,7,7,27,3,7,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,10152,0,0,71064
Resort Hotel,0.00,5,0-30,2016,3,3,10,1,5,1,Family,Portugal,Groups,Direct,0,0,0,0,No Deposit,0,5940,0,0,29700
Resort Hotel,0.00,130,91-180,2017,7,7,28,9,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14400,0,1,28800
City Hotel,0.00,103,91-180,2015,8,8,32,8,2,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,6885,0,1,13770
City Hotel,0.00,40,31-90,2016,11,11,46,7,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12179.7,0,1,36539.1
Resort Hotel,1.00,66,31-90,2017,4,4,15,12,6,2,Family,Netherlands,Online TA,TA/TO,0,0,0,0,No Deposit,0,6750,0,0,40500
City Hotel,1.00,162,91-180,2017,7,7,27,5,2,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,10449,0,0,20898
Resort Hotel,0.00,0,0-30,2016,11,11,46,8,1,1,Family,Spain,Direct,Direct,0,0,0,0,No Deposit,0,3150,0,0,3150
City Hotel,0.00,61,31-90,2015,9,9,36,5,4,2,Family,Spain,Groups,TA/TO,0,0,0,0,No Deposit,0,5580,0,0,22320
City Hotel,0.00,67,31-90,2017,5,5,18,2,3,2,Family,Unknown,Groups,Corporate,0,0,0,0,No Deposit,0,10800,0,0,32400
Resort Hotel,0.00,128,91-180,2017,8,8,31,3,10,3,Family,Portugal,Direct,Direct,0,0,0,1,No Deposit,0,33129,1,1,331290
Resort Hotel,0.00,78,31-90,2015,10,10,40,1,7,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,3953.7,0,0,27675.9
City Hotel,0.00,103,91-180,2017,5,5,18,2,4,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,11340,0,2,45360
Resort Hotel,1.00,25,0-30,2015,11,11,45,4,11,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,3600,0,0,39600
City Hotel,1.00,38,31-90,2016,11,11,45,3,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7920,0,1,15840
City Hotel,0.00,293,180+,2017,7,7,27,8,7,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9639,0,4,67473
City Hotel,1.00,181,180+,2017,8,8,32,12,6,1,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,10935,0,0,65610
Resort Hotel,1.00,141,91-180,2017,6,6,24,11,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,12780,0,1,51120
City Hotel,0.00,1,0-30,2017,1,1,1,7,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,6299.1,0,0,18897.3
City Hotel,0.00,10,0-30,2017,6,6,24,11,2,3,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,17100,0,0,34200
City Hotel,1.00,87,31-90,2017,8,8,31,3,7,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,11996.1,0,1,83972.7
City Hotel,0.00,44,31-90,2017,1,1,1,1,1,2,Family,Portugal,Groups,TA/TO,0,0,0,0,No Deposit,0,5850,0,0,5850
City Hotel,0.00,13,0-30,2016,2,2,6,1,4,2,Family,France,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5940,0,0,23760
Resort Hotel,0.00,80,31-90,2016,12,12,49,2,2,2,Family,United Kingdom,Groups,TA/TO,0,0,0,0,No Deposit,0,4662,0,1,9324
City Hotel,0.00,122,91-180,2017,8,8,32,10,3,2,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,10125,0,1,30375
Resort Hotel,1.00,58,31-90,2016,12,12,50,10,5,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,1,No Deposit,0,6120,0,1,30600
City Hotel,1.00,200,180+,2015,9,9,37,12,3,2,Family,Portugal,Groups,TA/TO,0,1,0,0,Non Refund,0,7740,0,0,23220
City Hotel,0.00,71,31-90,2017,2,2,5,4,4,2,Family,Brazil,Direct,Direct,0,0,0,0,No Deposit,0,6930,0,2,27720
City Hotel,0.00,3,0-30,2015,11,11,45,2,3,1,Family,France,Corporate,Direct,0,0,0,0,No Deposit,0,7110,0,1,21330
City Hotel,1.00,199,180+,2017,5,5,18,4,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,56,10800,0,0,21600
Resort Hotel,0.00,158,91-180,2016,6,6,25,12,6,2,Family,Portugal,Online TA,TA/TO,0,0,0,1,No Deposit,0,14490,0,2,86940
City Hotel,1.00,321,180+,2015,9,9,36,3,2,2,Family,Portugal,Groups,TA/TO,1,2,0,0,No Deposit,0,5652,0,0,11304
Resort Hotel,1.00,117,91-180,2017,6,6,24,11,4,2,Family,Portugal,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5670,0,0,22680
City Hotel,1.00,27,0-30,2017,4,4,14,2,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,13500,0,0,40500
Resort Hotel,0.00,16,0-30,2017,2,2,6,8,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7200,0,1,28800
City Hotel,0.00,174,91-180,2016,12,12,50,7,4,3,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,7894.8,0,0,31579.2
Resort Hotel,0.00,59,31-90,2016,9,9,36,3,7,4,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,22590,1,0,158130
Resort Hotel,0.00,14,0-30,2017,5,5,19,7,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,10530,0,1,31590
City Hotel,1.00,8,0-30,2016,2,2,6,4,3,3,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,11430,0,0,34290
Resort Hotel,1.00,40,31-90,2016,6,6,25,12,7,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,17460,0,0,122220
Resort Hotel,0.00,80,31-90,2016,12,12,49,2,2,2,Family,Unknown,Groups,TA/TO,0,0,0,0,No Deposit,0,4662,0,1,9324
Resort Hotel,0.00,29,0-30,2017,3,3,10,8,3,2,Family,United Kingdom,Online TA,TA/TO,0,0,0,2,No Deposit,0,9900,0,1,29700
Resort Hotel,1.00,244,180+,2015,9,9,36,2,7,2,Family,Unknown,Groups,TA/TO,0,1,0,0,No Deposit,0,720,0,0,5040
City Hotel,0.00,185,180+,2017,4,4,15,12,3,4,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,17010,0,0,51030
Resort Hotel,0.00,36,31-90,2017,2,2,5,4,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,3676.5,0,1,7353
Resort Hotel,0.00,363,180+,2016,10,10,42,11,5,1,Family,Unknown,Groups,Corporate,0,0,0,1,No Deposit,0,5220,0,0,26100
Resort Hotel,0.00,62,31-90,2017,4,4,15,9,4,2,Family,Spain,Online TA,TA/TO,0,0,0,1,No Deposit,0,7758,1,0,31032
City Hotel,0.00,1,0-30,2017,2,2,5,2,1,1,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,6930,0,0,6930
City Hotel,0.00,1,0-30,2016,6,6,24,11,2,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,14940,0,3,29880
City Hotel,0.00,1,0-30,2017,5,5,19,7,4,1,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,14850,0,1,59400
Resort Hotel,0.00,1,0-30,2016,3,3,11,8,2,1,Family,Portugal,Corporate,Corporate,0,0,0,0,No Deposit,0,3600,0,0,7200
City Hotel,0.00,8,0-30,2016,4,4,16,11,2,3,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,14490,0,0,28980
City Hotel,0.00,39,31-90,2016,3,3,10,4,2,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,6975,0,1,13950
Resort Hotel,0.00,197,180+,2016,8,8,32,2,3,3,Family,Portugal,Online TA,TA/TO,0,0,0,2,No Deposit,0,17339.4,1,2,52018.2
Resort Hotel,0.00,65,31-90,2015,9,9,37,7,7,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,16740,1,2,117180
City Hotel,1.00,181,180+,2016,5,5,19,5,6,2,Family,Portugal,Offline TA/TO,TA/TO,0,1,0,0,Non Refund,42,8100,0,0,48600
Resort Hotel,0.00,254,180+,2017,4,4,15,9,11,2,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,5414.4,0,2,59558.4
City Hotel,0.00,16,0-30,2016,9,9,37,8,1,1,Family,Germany,Online TA,TA/TO,0,0,0,0,No Deposit,0,12420,0,1,12420
Resort Hotel,0.00,229,180+,2016,6,6,24,7,11,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,0,9207,0,0,101277
City Hotel,1.00,15,0-30,2015,9,9,37,10,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,10507.5,0,0,42030
City Hotel,0.00,1,0-30,2015,8,8,32,8,7,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,7920,0,2,55440
Resort Hotel,1.00,11,0-30,2017,2,2,5,1,2,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,4320,0,0,8640
City Hotel,0.00,80,31-90,2017,5,5,19,11,4,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,10935,0,1,43740
Resort Hotel,0.00,131,91-180,2017,6,6,23,6,5,2,Family,Portugal,Online TA,TA/TO,1,0,1,0,No Deposit,0,15390,1,2,76950
Resort Hotel,0.00,34,31-90,2016,9,9,38,11,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,11610,0,2,34830
City Hotel,0.00,21,0-30,2016,11,11,46,10,1,1,Family,United Kingdom,Online TA,TA/TO,0,0,0,0,No Deposit,0,11088,0,1,11088
City Hotel,0.00,44,31-90,2017,1,1,1,1,2,2,Family,Portugal,Groups,TA/TO,0,0,0,1,No Deposit,0,5850,0,0,11700
City Hotel,0.00,85,31-90,2016,10,10,41,6,4,1,Family,Sweden,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,0,6750,0,0,27000
City Hotel,0.00,116,91-180,2016,11,11,45,3,4,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8100,0,1,32400
Resort Hotel,0.00,231,180+,2016,10,10,41,8,7,2,Family,United Kingdom,Groups,Direct,0,0,0,0,No Deposit,0,6422.4,0,0,44956.8
Resort Hotel,0.00,3,0-30,2017,6,6,23,9,2,4,Family,Unknown,Direct,Direct,0,0,0,0,No Deposit,0,16380,1,0,32760
Resort Hotel,0.00,3,0-30,2016,12,12,49,2,1,2,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,5220,0,0,5220
Resort Hotel,0.00,80,31-90,2016,12,12,49,2,2,1,Family,Unknown,Groups,TA/TO,0,0,0,3,No Deposit,0,4032,0,0,8064
City Hotel,0.00,30,0-30,2017,6,6,23,5,5,3,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,17460,0,1,87300
City Hotel,0.00,55,31-90,2016,9,9,36,2,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,1,No Deposit,0,9882,0,1,29646
City Hotel,0.00,96,91-180,2017,4,4,15,11,3,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,10800,0,1,32400
City Hotel,0.00,7,0-30,2015,9,9,37,8,3,1,Family,Portugal,Direct,Direct,0,0,0,0,No Deposit,0,8550,0,0,25650
City Hotel,0.00,156,91-180,2016,7,7,27,2,3,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,8667,0,2,26001
Resort Hotel,0.00,30,0-30,2016,3,3,11,7,6,2,Family,Spain,Groups,TA/TO,0,0,0,0,No Deposit,0,5886,0,0,35316
City Hotel,0.00,56,31-90,2016,9,9,36,3,4,2,Family,Sweden,Online TA,TA/TO,0,0,0,0,No Deposit,0,10834.2,0,1,43336.8
City Hotel,0.00,49,31-90,2016,6,6,23,3,2,2,Family,Spain,Offline TA/TO,TA/TO,0,0,0,2,No Deposit,0,7267.5,0,0,14535
Resort Hotel,1.00,128,91-180,2017,8,8,32,6,5,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,21510,0,1,107550
City Hotel,0.00,5,0-30,2016,6,6,24,8,1,1,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,9810,0,1,9810
City Hotel,1.00,337,180+,2016,6,6,24,9,2,2,Family,Portugal,Groups,TA/TO,0,0,0,0,Non Refund,0,5580,0,0,11160
Resort Hotel,0.00,214,180+,2016,8,8,32,1,7,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,12420,0,1,86940
City Hotel,0.00,17,0-30,2016,9,9,38,11,2,2,Family,France,Online TA,TA/TO,0,0,0,0,No Deposit,0,6669,0,1,13338
City Hotel,1.00,21,0-30,2017,1,1,2,12,3,2,Family,Spain,Online TA,TA/TO,0,0,0,0,No Deposit,0,7459.2,0,2,22377.6
Resort Hotel,0.00,51,31-90,2017,8,8,31,2,7,2,Family,Spain,Direct,Direct,0,0,0,1,No Deposit,0,21150,0,2,148050
City Hotel,0.00,139,91-180,2017,8,8,31,5,2,2,Family,Unknown,Online TA,TA/TO,0,0,0,0,No Deposit,0,12555,0,2,25110
City Hotel,1.00,5,0-30,2016,11,11,46,6,4,1,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,13674.6,0,0,54698.4
Resort Hotel,0.00,146,91-180,2015,9,9,37,10,10,2,Family,United Kingdom,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,0,5953.5,0,0,59535
City Hotel,1.00,265,180+,2017,8,8,31,5,9,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,8019,0,0,72171
Resort Hotel,1.00,257,180+,2016,10,10,42,12,4,2,Family,Portugal,Online TA,TA/TO,0,0,0,0,No Deposit,0,6840,0,0,27360
